covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1538453,19705
2020-12-08,252.0,0.0,1538453,19705
2020-12-09,672.0,0.0,1538453,19705
2020-12-10,1036.0,0.0,1538453,19705
2020-12-11,1463.0,0.0,1538453,19705
2020-12-12,1876.0,7.0,1538453,19705
2020-12-13,2191.0,7.0,1538453,19705
2020-12-14,2583.0,14.0,1538453,19705
2020-12-15,3227.0,21.0,1538453,19705
2020-12-16,4123.0,28.0,1538453,19705
2020-12-17,5180.0,28.0,1538453,19705
2020-12-18,6216.0,35.0,1538453,19705
2020-12-19,7035.0,35.0,1538453,19705
2020-12-20,8162.0,42.0,1538453,19705
2020-12-21,9688.0,42.0,1538453,19705
2020-12-22,11067.0,49.0,1538453,19705
2020-12-23,12698.0,56.0,1538453,19705
2020-12-24,13510.0,63.0,1538453,19705
2020-12-25,13517.0,63.0,1538453,19705
2020-12-26,13545.0,63.0,1538453,19705
2020-12-27,13776.0,63.0,1538453,19705
2020-12-28,14182.0,63.0,1538453,19705
2020-12-29,15295.0,77.0,1538453,19705
2020-12-30,17878.0,91.0,1538453,19705
2020-12-31,20405.0,112.0,1538453,19705
2021-01-01,21098.0,119.0,1538453,19705
2021-01-02,21882.0,126.0,1538453,19705
2021-01-03,22512.0,126.0,1538453,19705
2021-01-04,23660.0,133.0,1538453,19705
2021-01-05,26019.0,140.0,1538453,19705
2021-01-06,29043.0,154.0,1538453,19705
2021-01-07,33488.0,182.0,1538453,19705
2021-01-08,38367.0,217.0,1538453,19705
2021-01-09,42630.0,238.0,1538453,19705
2021-01-10,45290.0,252.0,1538453,19705
2021-01-11,49182.0,273.0,1538453,19705
2021-01-12,54082.0,308.0,1538453,19705
2021-01-13,59430.0,357.0,1538453,19705
2021-01-14,65282.0,392.0,1538453,19705
2021-01-15,71897.0,448.0,1538453,19705
2021-01-16,77546.0,490.0,1538453,19705
2021-01-17,81403.0,525.0,1538453,19705
2021-01-18,85890.0,567.0,1538453,19705
2021-01-19,90902.0,609.0,1538453,19705
2021-01-20,96278.0,658.0,1538453,19705
2021-01-21,102130.0,714.0,1538453,19705
2021-01-22,108801.0,798.0,1538453,19705
2021-01-23,114058.0,840.0,1538453,19705
2021-01-24,117257.0,875.0,1538453,19705
2021-01-25,121058.0,910.0,1538453,19705
2021-01-26,125349.0,952.0,1538453,19705
2021-01-27,129549.0,994.0,1538453,19705
2021-01-28,133819.0,1036.0,1538453,19705
2021-01-29,138348.0,1085.0,1538453,19705
2021-01-30,142114.0,1120.0,1538453,19705
2021-01-31,144900.0,1134.0,1538453,19705
2021-02-01,147469.0,1162.0,1538453,19705
2021-02-02,150444.0,1190.0,1538453,19705
2021-02-03,153531.0,1225.0,1538453,19705
2021-02-04,157115.0,1260.0,1538453,19705
2021-02-05,160531.0,1302.0,1538453,19705
2021-02-06,163793.0,1330.0,1538453,19705
2021-02-07,165725.0,1351.0,1538453,19705
2021-02-08,167650.0,1372.0,1538453,19705
2021-02-09,170072.0,1407.0,1538453,19705
2021-02-10,172893.0,1449.0,1538453,19705
2021-02-11,176603.0,1512.0,1538453,19705
2021-02-12,181503.0,1631.0,1538453,19705
2021-02-13,186368.0,1715.0,1538453,19705
2021-02-14,189441.0,1757.0,1538453,19705
2021-02-15,192738.0,1820.0,1538453,19705
2021-02-16,200305.0,2058.0,1538453,19705
2021-02-17,213668.0,2541.0,1538453,19705
2021-02-18,226569.0,3017.0,1538453,19705
2021-02-19,237041.0,3381.0,1538453,19705
2021-02-20,247982.0,3766.0,1538453,19705
2021-02-21,252217.0,3878.0,1538453,19705
2021-02-22,257432.0,4018.0,1538453,19705
2021-02-23,269556.0,4487.0,1538453,19705
2021-02-24,285397.0,5096.0,1538453,19705
2021-02-25,302204.0,5782.0,1538453,19705
2021-02-26,319655.0,6412.0,1538453,19705
2021-02-27,333389.0,6895.0,1538453,19705
2021-02-28,338702.0,7035.0,1538453,19705
2021-03-01,342804.0,7140.0,1538453,19705
2021-03-02,347970.0,7322.0,1538453,19705
2021-03-03,356846.0,7651.0,1538453,19705
2021-03-04,369789.0,8092.0,1538453,19705
2021-03-05,383670.0,8617.0,1538453,19705
2021-03-06,399168.0,9163.0,1538453,19705
2021-03-07,403102.0,9261.0,1538453,19705
2021-03-08,407071.0,9387.0,1538453,19705
2021-03-09,412391.0,9541.0,1538453,19705
2021-03-10,419090.0,9751.0,1538453,19705
2021-03-11,426349.0,9919.0,1538453,19705
2021-03-12,443520.0,10220.0,1538453,19705
2021-03-13,480844.0,10661.0,1538453,19705
2021-03-14,494809.0,10815.0,1538453,19705
2021-03-15,512806.0,11074.0,1538453,19705
2021-03-16,543501.0,11396.0,1538453,19705
2021-03-17,589617.0,11683.0,1538453,19705
2021-03-18,664104.0,12005.0,1538453,19705
2021-03-19,742651.0,12306.0,1538453,19705
2021-03-20,870597.0,12754.0,1538453,19705
2021-03-21,917343.0,12894.0,1538453,19705
2021-03-22,959392.0,13055.0,1538453,19705
2021-03-23,1001294.0,13237.0,1538453,19705
2021-03-24,1039941.0,13405.0,1538453,19705
2021-03-25,1078623.0,13587.0,1538453,19705
2021-03-26,1119461.0,13769.0,1538453,19705
2021-03-27,1171478.0,13986.0,1538453,19705
2021-03-28,1196293.0,14084.0,1538453,19705
2021-03-29,1215256.0,14196.0,1538453,19705
2021-03-30,1231797.0,14308.0,1538453,19705
2021-03-31,1248597.0,14420.0,1538453,19705
2021-04-01,1256038.0,14504.0,1538453,19705
2021-04-02,1260490.0,14539.0,1538453,19705
2021-04-03,1265593.0,14574.0,1538453,19705
2021-04-04,1267693.0,14588.0,1538453,19705
2021-04-05,1268596.0,14595.0,1538453,19705
2021-04-06,1270528.0,14616.0,1538453,19705
2021-04-07,1273237.0,14651.0,1538453,19705
2021-04-08,1275778.0,14693.0,1538453,19705
2021-04-09,1279376.0,14721.0,1538453,19705
2021-04-10,1283191.0,14770.0,1538453,19705
2021-04-11,1284822.0,14791.0,1538453,19705
2021-04-12,1285928.0,14812.0,1538453,19705
2021-04-13,1287048.0,14833.0,1538453,19705
2021-04-14,1288098.0,14854.0,1538453,19705
